标题,作者,时间,内容,文章链接
【杜阮禁毒】杜阮开展“禁毒反诈齐出动守护平安赢民心”禁毒宣传,朝阳社工,"
2022-04-26 15:25:35",        为了切实增强全民识毒拒毒防毒意识，提高防诈、反诈能力，4月25日，杜阮镇禁毒办、司法所、派出所、邑康家园及朝阳社工在杜阮镇中心农贸市场联合开展“禁毒反诈齐出动、守护平安赢民心”为主题的宣传活动。       活动中，民警和禁毒社工深入居民小区、街头巷尾、农贸市场向群众发放禁毒宣传资料，普及毒品知识和禁毒法律法规，教育和警示广大居民自觉远离毒品，树立自我保护意识。民警还结合近期电信诈,https://www.163.com/dy/article/H5T03F2N0553349Q.html
肇庆一女子接到诈骗电话！对方冒充反诈中心的人员！,肇庆零距离,"
2022-04-20 23:46:50",4月19日，肇庆端州公安湖滨派出所接到端州区反诈中心发来预警信息，称在某国际广场有一女子正在与一涉嫌冒充公检法的电话号码通话，需要立即上门劝阻。接报后，为争取劝阻时间，派出所民警一边迅速驱车赶往某国际广场，一边致电事主冼女士，但电话却打不进。民警到达某国际广场一番查找后终于找到了事主，看到警察的到来事主非常惊讶。冼女士称，平时有接受公安机关的反诈宣传和熟知诈骗分子的犯罪手法，同时也下载国家反诈AP,https://www.163.com/dy/article/H5EERKM80525JHLE.html
昆明吴家营派出所这样筑牢反诈“防护网”,云南网,"
2022-04-23 20:36:13",为推进“问计于民大走访”之“反诈宣传进万家”活动走深走实，全面加强全国社会治安防控体系建设示范城市创建，昆明市公安局呈贡分局吴家营派出所创新电信诈骗治理“3346”工作法，切实筑牢反诈“防护网”。建立安全防范三级责任制工作中，该所建立“警地、警校、警企”安全防范三级责任制。其中，“警地”以城乡社区、产业园区、学区警务为重点，做实“警格+网格”“警务+服务”“警防+校防”，动员更多的群众参与平安建设,https://www.163.com/dy/article/H5LR4Q560514R9NO.html
万盛万东镇：反诈宣传到家门　防骗意识入人心,重庆短讯,"
2022-04-26 13:57:49",,https://www.163.com/dy/article/H5SRHE3S0516V1SB.html
金口河区公安分局多途径推进国家反诈中心APP下载工作,市场新观察,"
2022-04-26 11:19:43",为顺利完成分局下发的国家反诈中心APP下载工作任务，确保分局能够完成年度考核目标任务，金口河区公安分局永和派出所充分发挥不怕苦不怕累的精神，开拓思维，创新方法，通过多种途径推进国家反诈中心APP下载工作。一是社区民警充分开展走访，在进行实有人口摸排的同时，让辖区群众下载国家反诈中心APP，提高群众的反诈意识，提升人民群众的安全感。二是所内民辅警在日常巡逻工作，充分发动办事群众下载注册国家反诈中心A,https://www.163.com/dy/article/H5SIFVFA0512BOIV.html
五华公安护国所开展反诈宣传活动,8099999街头巷尾,"
2022-04-26 18:24:21","3月1日,护国所到辖区正义坊、七步香开展反电信网络诈骗宣传活动。本次反诈宣传活动主要以讲座和电子屏播放宣传资料的方式开展。首先，民警利用正义坊电子大屏播放反诈视频及宣传标语，促使群众潜移默化地强化反诈意识。其次，在人流密集区域发放反诈宣传手册，帮助群众安装和注册“国家反诈中心”APP及“金钟罩”小程序。最后到七步香组织员工开展反诈宣传讲座，讲座中向员工讲解高发电信网络诈骗案件形式、特点，提高员工识",https://www.163.com/dy/article/H5TAPG2V0552SO56.html
万盛万东镇：开展“反诈卫士”宣传  护好居民“钱袋子”,重庆短讯,"
2022-04-26 13:28:14",,https://www.163.com/dy/article/H5SPR8OV0516V1SB.html
布下“天罗地网” 构建 “全民反诈”,崇左警方,"
2022-04-26 12:14:14",2020年以来，在市委、市政府及自治区公安厅的坚强领导下，崇左市公安机关认真学习贯彻落实习近平总书记对打击治理电信网络诈骗违法犯罪的重要指示精神，始终坚持“零容忍”“严打击”的治理态度，持续推进打击治理电信网络诈骗犯罪各项工作，取得了阶段性成果。以打开路，重拳出击，坚决遏制多发高发势头近年来，电信网络诈骗已成为发展最快的刑事犯罪。2020年1月14日，自全国开展打击电信网络诈骗新一轮专项行动开展以,https://www.163.com/dy/article/H5SLJPDL0514RLKE.html
破案数同比增长52%！三水反诈分中心发布一季度反诈成绩单,南方Plus,"
2022-04-18 21:04:30",诈骗、电诈刑事警情同比下降33.8%、44.9%，破案数同比上升52.11%，抓获电诈嫌疑人数量同比上升157.5%……4月18日，佛山市三水反诈分中心发布今年第一季度反诈成绩单，诈骗、电诈刑事警情下降幅度历年最大。今年以来，佛山市三水反诈分中心坚持打防并举，防范为先，着力构建“全警反诈、全社会反诈”的工作格局，打出齐抓共管、研判打击、宣传防范、预警劝阻等反诈“组合拳”，全民反诈成效显著。预警劝阻,https://www.163.com/dy/article/H590P0A4055004XG.html
反诈微课堂 | 女子预约HPV疫苗被骗了！,西安城市资讯,"
2022-04-26 17:36:38",西安碑林公安随着全民健康意识的提升能有效预防人乳头瘤病毒（HPV） 感染的 宫颈癌疫 苗在众多适龄女性群体中备受关注由于九价HPV疫苗经常供不应求因此一些不法人员盯上了接种心切的人们最近，云南昆明的姜女士就遇到这种诈骗姜女士在微博上搜索了九价（HPV）疫苗信息之后按照网站提示要求进行预约预约后按照对方提供的名称和账户进行了转账姜女士在私信博主后对方索要了姜女士的姓名、身份证号和手机号而姜女士也向对,https://www.163.com/dy/article/H5T8245705390E0A.html
快上车！“嘉阳蒸汽小火车”反诈专列发车啦,乐山公安,"
2022-04-20 17:42:55",火车，坐过吧。绿皮火车，坐过吧。蒸汽小火车，坐过吗？蒸汽小火车上的反诈专列，你，坐过吗？犍为嘉阳小火车简介犍为嘉阳蒸汽小火车是世界唯一仍在正常运营的客运窄轨蒸汽火车它名扬四方无数中外游客慕名纷至沓来，就为打卡而在日常生活中几十年来嘉阳蒸汽小火车都肩负着运送游客和当地村民以及嘉阳煤矿石的光荣使命嘉阳小火车上的“反诈专列”为了不断扩大反诈宣传覆盖面营造全民反诈的浓厚氛围强化人民群众防范意识近日乐山犍为,https://www.163.com/dy/article/H5DQ1A7L0514DBVS.html
反诈宣传见成效！冒充老板诈骗财务人员被识破！,爱情港湾,"
2022-04-23 21:00:57",4月21日下午，锦州市太和区某制衣厂的财务部门工作人员小王接到微信添加好友的请求，他一看是老板的名字就添加了。聊了几句后，小王感觉情况不对便立即联系了财务负责人陈女士。陈女士得知此情况后，脑海中立即浮现出西郊派出所社区民警赵冀宁到企业宣传时讲述的冒充老板诈骗案例。陈女士当即给社区民警赵冀宁发微信咨询，又给老板打电话核实，确定是诈骗后，没有转账和告知资金账户信息，立即将骗子信息向警方举报并将其好友删,https://www.163.com/dy/article/H5LSI2BI0528OJOF.html
《反诈民警图鉴》全民反诈 守护大家钱袋子,央广网,"
2022-04-26 17:17:53",央广网宁波4月26日消息（见习记者 俞烨）发现一个潜在易受骗对象、劝阻一个被深度洗脑对象、第一时间止付拦截被骗金额……每一位“警察叔叔”为了守护大的家钱袋子都操碎了心！近日，宁波一个反诈短视频作品在朋友圈悄然走红，视频作者以动画形式表现反诈民警小欣的工作日常。也正如作品所传达的一样，大家都要做到不听不信不转账，愿天下无“诈”！,https://www.163.com/dy/article/H5T6VPRN0514R9NP.html
反诈警官老陈辞职，为了钱？,带货派,"
2022-04-15 10:09:50",文 / 懋罱綮老陈表示，为了实现个人的公益梦想，不让个人的公益行为给单位带来更多的麻烦，决定辞去警察职务，以一名普通人的身份继续配合公益机关做反诈与公益宣传。老陈辞去警察职务原因，疑似是在此前直播过程中不断收到高额打赏，最高一场直播曾获得百万元打赏，而这让不少人对其产生质疑。老陈解释称，“这个决定非常艰难，它让我放弃了十几年的作为警察的积累，放弃了我对这个职业的热爱，放弃了我以前的鲜花和掌声，这个,https://www.163.com/dy/article/H50442BN051182UH.html
全民反诈，共同抓住伸向百姓钱袋子的“网络黑手”,椿萱堂主,"
2022-04-22 22:49:26",近日，在北京市房山区，一所街乡级的防范电信网络诈骗犯罪预警劝阻中心揭牌，这所全首都乃至全国首家街乡级的反诈中心，日后承担着源头防范治理，保护辖区财产安全，劝阻、发动和引导群众武装头脑、保护自己的重要任务，这也标志着“全社会反诈”工作的日渐完善，反诈的“触角”不停向基层延伸，构筑保护群众的“金刚网”“防护罩”。曾几何时，在新冠疫情流行和网络新技术发展等因素交织影响下，以网络诈骗为主的“非接触式”犯罪,https://www.163.com/dy/article/H5JGC02P0541BRTR.html
"最强“反诈男团”强势出道, 向你发送一组“安全电波”",平阳公安,"
2022-04-18 17:40:11",心中的偶像遥不可及？何必舍近求远！在平阳有一群平均年龄41岁的叔叔们为了追逐梦想为了守护你我的财产安全他们心无阻、脚不停慧眼如炬 冰心见月他们，就是“火眼金睛”的叔叔火眼金睛的叔叔第一季强势来袭快跟着小编认识一下fǎnzhàměnglóngfǎnzhàmìtànfǎnzhàcánglángfǎnzhàyóuxiáfǎnzhàyīngyǎn审核|肖云章策划|朱冰琪、蒋潘静图片|金献铭、王作畅编辑|张,https://www.163.com/dy/article/H58L2T220514QCIN.html
昆明呈贡公安以“三到位工作法”构筑全民反诈“防火墙”,云南网,"
2022-04-23 16:52:04",自昆明市公安机关“问计于民大走访”之“反诈宣传进万家”主题活动启动以来，昆明市公安局呈贡分局结合辖区特点，探索实施“三到位工作法”，构筑全民反诈“防火墙”。高位统筹，力争做到谋划部署到位呈贡分局成立“反诈宣传进万家”主题活动领导小组，统筹推动各项工作有序开展。出台《呈贡分局“问计于民大走访”之“反诈宣传进万家”主题活动实施方案》，制定《呈贡分局“反诈宣传进万家”主题活动工作指引》。并召开部署会对工,https://www.163.com/dy/article/H5LEABVU0514R9NO.html
成都双流公安精准反诈进隔离酒店，挽损8万元,平安双流,"
2022-04-20 19:07:50",“点长，110房间客人小惠的家属不停的给前台打电话，说客人有危险。我们去看了，听到房间里有说话声音，敲门问她需不需要服务，她说没问题、不需要，也给客人家属答复了，但他们还是反复说客人有危险。” 4月18日20时12分，成都市双流区一隔离酒店疫情防控工作点长周茜接到前台工作人员反映。恰好，驻店执勤的双流区公安分局怡心派出所民警胡利波正与点长在一起工作。客人是单独住宿一个房间，房间内有说话声音可能是与,https://www.163.com/dy/article/H5DUSPJR0514AALS.html
